month,source,block,kind,from_alg,to_alg,n_delegations,scale
2013-08,ripe,68.217.in-addr.arpa,sign,,5,12,bulk
2013-08,ripe,7.6.0.1.0.a.2.ip6.arpa,rollover,7,8,8,bulk
2013-08,ripe,76.192.in-addr.arpa,sign,,5,1,single delegation
2013-09,arin,130.in-addr.arpa,unsign,8,,1,single delegation
2013-09,arin,137.in-addr.arpa,sign,,8,1,single delegation
2013-09,arin,155.192.in-addr.arpa,sign,,7,3,small group
2013-09,arin,167.in-addr.arpa,sign,,8,1,single delegation
2013-09,arin,211.162.in-addr.arpa,sign,,8,4,small group
2013-09,ripe,193.in-addr.arpa,sign,,8,2,small group
2013-09,ripe,198.91.in-addr.arpa,sign,,8,1,single delegation
2013-09,ripe,236.46.in-addr.arpa,sign,,7,1,single delegation
2013-09,ripe,238.195.in-addr.arpa,sign,,8,2,small group
2013-09,ripe,5.7.1.c.7.6.0.1.0.0.2.ip6.arpa,sign,,7,1,single delegation
2013-09,ripe,57.212.in-addr.arpa,sign,,8,6,bulk
2013-09,ripe,73.77.in-addr.arpa,sign,,8,6,bulk
2013-09,ripe,78.in-addr.arpa,sign,,8,1,single delegation
2013-10,afrinic,79.41.in-addr.arpa,unsign,5,,1,single delegation
2013-10,apnic,0.d.9.1.0.4.2.ip6.arpa,sign,,7,1,single delegation
2013-10,arin,130.in-addr.arpa,sign,,8,1,single delegation
2013-10,arin,199.in-addr.arpa,sign,,8,1,single delegation
2013-10,ripe,0.0.0.0.0.2.7.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2013-10,ripe,122.176.in-addr.arpa,sign,,7,7,bulk
2013-10,ripe,138.164.in-addr.arpa,sign,,8,4,small group
2013-10,ripe,14.185.in-addr.arpa,sign,,8,2,small group
2013-10,ripe,181.62.in-addr.arpa,unsign,5,,1,single delegation
2013-10,ripe,191.195.in-addr.arpa,sign,,8,2,small group
2013-10,ripe,24.193.in-addr.arpa,sign,,5,4,small group
2013-10,ripe,30.217.in-addr.arpa,sign,,8,2,small group
2013-10,ripe,69.195.in-addr.arpa,sign,,5,4,small group
2013-10,ripe,90.91.in-addr.arpa,unsign,5,,8,bulk
2013-11,apnic,10.103.in-addr.arpa,sign,,8,1,single delegation
2013-11,arin,147.192.in-addr.arpa,sign,,5,1,single delegation
2013-11,ripe,0.7.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2013-11,ripe,0.8.e.b.1.0.a.2.ip6.arpa,sign,,7,1,single delegation
2013-11,ripe,195.85.in-addr.arpa,sign,,8,2,small group
2013-11,ripe,198.82.in-addr.arpa,sign,,8,4,small group
2013-11,ripe,25.185.in-addr.arpa,sign,,8,2,small group
2013-11,ripe,57.212.in-addr.arpa,sign,,8,2,small group
2013-11,ripe,73.77.in-addr.arpa,sign,,8,2,small group
2013-11,ripe,83.5.in-addr.arpa,sign,,8,1,single delegation
2013-11,ripe,9.8.1.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2013-11,ripe,94.77.in-addr.arpa,sign,,8,3,small group
2013-11,ripe,c.d.c.2.0.a.2.ip6.arpa,sign,,8,7,bulk
2013-12,afrinic,223.196.in-addr.arpa,sign,,8,8,bulk
2013-12,afrinic,d.0.0.8.f.3.4.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2013-12,arin,130.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,147.192.in-addr.arpa,rollover,5,8,1,single delegation
2013-12,arin,148.192.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,151.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,160.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,162.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,163.198.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,165.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,166.in-addr.arpa,sign,,8,6,bulk
2013-12,arin,168.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,170.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,179.198.in-addr.arpa,sign,,8,1,single delegation
2013-12,arin,73.192.in-addr.arpa,sign,,8,1,single delegation
2013-12,ripe,0.a.2.0.6.4.e.0.0.a.2.ip6.arpa,sign,,"8,12",1,single delegation
2013-12,ripe,1.8.2.c.7.6.0.1.0.0.2.ip6.arpa,unsign,8,,1,single delegation
2013-12,ripe,151.in-addr.arpa,sign,,8,1,single delegation
2013-12,ripe,199.91.in-addr.arpa,unsign,8,,1,single delegation
2013-12,ripe,238.91.in-addr.arpa,unsign,8,,1,single delegation
2013-12,ripe,35.185.in-addr.arpa,sign,,"8,12",2,small group
2013-12,ripe,68.193.in-addr.arpa,sign,,5,179,bulk
2013-12,ripe,8.0.0.c.7.6.0.1.0.0.2.ip6.arpa,unsign,8,,1,single delegation
2014-01,afrinic,223.196.in-addr.arpa,unsign,8,,8,bulk
2014-01,afrinic,d.0.0.8.f.3.4.1.0.0.2.ip6.arpa,unsign,8,,1,single delegation
2014-01,apnic,150.in-addr.arpa,sign,,8,3,small group
2014-01,arin,12.192.in-addr.arpa,sign,,8,1,single delegation
2014-01,arin,150.in-addr.arpa,sign,,8,3,small group
2014-01,arin,167.in-addr.arpa,rollover,8,"7,8",1,single delegation
2014-01,arin,186.198.in-addr.arpa,sign,,8,1,single delegation
2014-01,arin,199.in-addr.arpa,sign,,8,31,bulk
2014-01,arin,249.162.in-addr.arpa,sign,,8,1,single delegation
2014-01,arin,67.192.in-addr.arpa,sign,,8,1,single delegation
2014-01,arin,76.204.in-addr.arpa,sign,,8,1,single delegation
2014-01,ripe,198.82.in-addr.arpa,sign,,8,1,single delegation
2014-02,apnic,65.58.in-addr.arpa,sign,,8,3,small group
2014-02,arin,223.162.in-addr.arpa,sign,,8,4,small group
2014-02,ripe,0.0.0.5.0.0.0.8.7.a.0.1.0.0.2.ip6.arpa,rollover,5,8,2,small group
2014-02,ripe,10.195.in-addr.arpa,sign,,8,1,single delegation
2014-02,ripe,128.in-addr.arpa,sign,,5,1,single delegation
2014-02,ripe,130.188.in-addr.arpa,unsign,"8,12",,2,small group
2014-02,ripe,142.91.in-addr.arpa,sign,,8,16,bulk
2014-02,ripe,153.5.in-addr.arpa,sign,,8,1,single delegation
2014-02,ripe,177.195.in-addr.arpa,sign,,5,2,small group
2014-02,ripe,26.195.in-addr.arpa,unsign,3,,4,small group
2014-02,ripe,4.2.1.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-02,ripe,4.b.1.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,4,small group
2014-02,ripe,47.193.in-addr.arpa,sign,,5,1,single delegation
2014-03,apnic,226.103.in-addr.arpa,sign,,8,4,small group
2014-03,apnic,65.58.in-addr.arpa,sign,,8,3,small group
2014-03,ripe,0.0.0.0.0.0.1.8.6.9.0.2.0.a.2.ip6.arpa,unsign,8,,3,small group
2014-03,ripe,0.0.0.0.0.c.a.4.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-03,ripe,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,unsign,8,,8,bulk
2014-03,ripe,130.82.in-addr.arpa,sign,,8,64,bulk
2014-03,ripe,139.37.in-addr.arpa,sign,,8,7,bulk
2014-03,ripe,173.46.in-addr.arpa,sign,,8,16,bulk
2014-03,ripe,250.195.in-addr.arpa,unsign,5,,4,small group
2014-03,ripe,28.193.in-addr.arpa,sign,,8,1,single delegation
2014-03,ripe,67.176.in-addr.arpa,sign,,8,3,small group
2014-03,ripe,72.212.in-addr.arpa,unsign,8,,21,bulk
2014-03,ripe,8.0.0.8.f.7.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-03,ripe,86.in-addr.arpa,sign,,8,1,single delegation
2014-03,ripe,b.7.1.0.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-03,ripe,c.9.8.0.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-04,apnic,123.27.in-addr.arpa,sign,,8,8,bulk
2014-04,apnic,124.27.in-addr.arpa,sign,,8,16,bulk
2014-04,apnic,170.203.in-addr.arpa,sign,,8,6,bulk
2014-04,apnic,250.103.in-addr.arpa,sign,,8,4,small group
2014-04,apnic,254.103.in-addr.arpa,sign,,8,4,small group
2014-04,apnic,54.27.in-addr.arpa,sign,,8,16,bulk
2014-04,ripe,0.9.b.4.0.a.2.ip6.arpa,sign,,8,8,bulk
2014-04,ripe,141.82.in-addr.arpa,unsign,8,,1,single delegation
2014-04,ripe,24.193.in-addr.arpa,unsign,5,,4,small group
2014-04,ripe,49.185.in-addr.arpa,sign,,8,4,small group
2014-04,ripe,69.195.in-addr.arpa,unsign,5,,4,small group
2014-05,apnic,1.103.in-addr.arpa,sign,,5,4,small group
2014-05,apnic,250.103.in-addr.arpa,sign,,8,4,small group
2014-05,arin,247.162.in-addr.arpa,sign,,8,4,small group
2014-05,arin,250.162.in-addr.arpa,sign,,8,4,small group
2014-05,ripe,0.0.0.0.0.c.a.4.0.a.2.ip6.arpa,unsign,8,,1,single delegation
2014-05,ripe,0.c.a.4.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-05,ripe,26.185.in-addr.arpa,sign,,5,1,single delegation
2014-05,ripe,31.217.in-addr.arpa,sign,,5,1,single delegation
2014-05,ripe,47.185.in-addr.arpa,sign,,8,4,small group
2014-05,ripe,68.217.in-addr.arpa,sign,,5,1,single delegation
2014-06,apnic,47.163.in-addr.arpa,sign,,8,4,small group
2014-06,arin,130.in-addr.arpa,unsign,8,,1,single delegation
2014-06,arin,155.192.in-addr.arpa,unsign,7,,3,small group
2014-06,arin,47.199.in-addr.arpa,unsign,5,,1,single delegation
2014-06,ripe,0.c.a.4.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-06,ripe,110.109.in-addr.arpa,sign,,5,1,single delegation
2014-06,ripe,214.91.in-addr.arpa,sign,,5,4,small group
2014-06,ripe,54.212.in-addr.arpa,unsign,5,,1,single delegation
2014-06,ripe,6.2.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-06,ripe,90.81.in-addr.arpa,unsign,7,,1,single delegation
2014-07,afrinic,73.154.in-addr.arpa,sign,,8,8,bulk
2014-07,apnic,170.203.in-addr.arpa,sign,,8,2,small group
2014-07,arin,12.192.in-addr.arpa,sign,,5,1,single delegation
2014-07,arin,209.205.in-addr.arpa,sign,,8,1,single delegation
2014-07,ripe,190.93.in-addr.arpa,sign,,5,7,bulk
2014-07,ripe,203.193.in-addr.arpa,sign,,8,2,small group
2014-07,ripe,21.178.in-addr.arpa,sign,,8,8,bulk
2014-07,ripe,210.91.in-addr.arpa,sign,,5,3,small group
2014-07,ripe,30.193.in-addr.arpa,unsign,10,,1,single delegation
2014-07,ripe,59.185.in-addr.arpa,sign,,8,4,small group
2014-07,ripe,e.d.1.0.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-08,arin,100.192.in-addr.arpa,sign,,7,1,single delegation
2014-08,arin,10800,rollover,"5,7,8","5,7,8,10",1,single delegation
2014-08,arin,121.74.in-addr.arpa,sign,,5,8,bulk
2014-08,arin,128.in-addr.arpa,sign,,10,1,single delegation
2014-08,arin,152.204.in-addr.arpa,sign,,7,2,small group
2014-08,arin,154.192.in-addr.arpa,sign,,7,3,small group
2014-08,arin,169.in-addr.arpa,sign,,10,1,single delegation
2014-08,arin,5.69.in-addr.arpa,sign,,8,2,small group
2014-08,arin,51.198.in-addr.arpa,sign,,5,1,single delegation
2014-08,ripe,227.188.in-addr.arpa,sign,,5,4,small group
2014-08,ripe,236.46.in-addr.arpa,rollover,7,8,1,single delegation
2014-08,ripe,35.37.in-addr.arpa,sign,,8,3,small group
2014-08,ripe,5.7.1.c.7.6.0.1.0.0.2.ip6.arpa,rollover,7,8,1,single delegation
2014-09,arin,113.64.in-addr.arpa,sign,,8,32,bulk
2014-09,arin,129.in-addr.arpa,sign,,8,1,single delegation
2014-09,arin,136.192.in-addr.arpa,sign,,5,1,single delegation
2014-09,arin,149.192.in-addr.arpa,sign,,5,1,single delegation
2014-09,arin,165.in-addr.arpa,sign,,7,1,single delegation
2014-09,arin,180.199.in-addr.arpa,sign,,5,1,single delegation
2014-09,arin,188.192.in-addr.arpa,sign,,8,5,bulk
2014-09,arin,211.205.in-addr.arpa,sign,,5,1,single delegation
2014-09,arin,212.199.in-addr.arpa,sign,,5,1,single delegation
2014-09,arin,237.205.in-addr.arpa,sign,,8,16,bulk
2014-09,arin,245.192.in-addr.arpa,sign,,8,1,single delegation
2014-09,arin,253.199.in-addr.arpa,sign,,5,1,single delegation
2014-09,arin,35.198.in-addr.arpa,sign,,5,2,small group
2014-09,arin,43.199.in-addr.arpa,sign,,5,1,single delegation
2014-09,arin,71.199.in-addr.arpa,sign,,5,1,single delegation
2014-09,ripe,0.194.in-addr.arpa,sign,,8,3,small group
2014-09,ripe,1.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-09,ripe,128.in-addr.arpa,sign,,8,1,single delegation
2014-09,ripe,130.95.in-addr.arpa,sign,,8,8,bulk
2014-09,ripe,130.in-addr.arpa,sign,,8,1,single delegation
2014-09,ripe,137.83.in-addr.arpa,sign,,7,3,small group
2014-09,ripe,138.193.in-addr.arpa,sign,,8,1,single delegation
2014-09,ripe,142.79.in-addr.arpa,sign,,5,9,bulk
2014-09,ripe,17.193.in-addr.arpa,sign,,8,1,single delegation
2014-09,ripe,227.193.in-addr.arpa,sign,,8,2,small group
2014-09,ripe,26.185.in-addr.arpa,sign,,8,1,single delegation
2014-09,ripe,3.6.0.1.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-09,ripe,51.185.in-addr.arpa,sign,,5,1,single delegation
2014-09,ripe,54.185.in-addr.arpa,sign,,5,1,single delegation
2014-09,ripe,7.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,8,2,small group
2014-09,ripe,c.4.2.2.0.a.2.ip6.arpa,sign,,5,1,single delegation
2014-10,afrinic,197.in-addr.arpa,sign,,8,28,bulk
2014-10,afrinic,41.in-addr.arpa,sign,,8,8,bulk
2014-10,afrinic,5.3.4.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-10,apnic,243.43.in-addr.arpa,sign,,8,4,small group
2014-10,arin,0.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,5,2,small group
2014-10,arin,0.0.0.0.2.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,0.0.4.9.1.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,0.0.8.f.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,0.0.b.0.5.0.6.2.ip6.arpa,sign,,7,1,single delegation
2014-10,arin,0.0.c.a.3.0.0.0.2.6.2.ip6.arpa,sign,,7,1,single delegation
2014-10,arin,0.0.f.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,0.1.4.7.0.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,0.9.d.6.0.6.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,0.b.9.0.1.0.0.2.6.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,1.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,108.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,10800,unsign,"5,7,8,10",,1,single delegation
2014-10,arin,110.65.in-addr.arpa,sign,,8,32,bulk
2014-10,arin,128.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,128.in-addr.arpa,sign,,8,1,single delegation
2014-10,arin,129.in-addr.arpa,sign,,10,1,single delegation
2014-10,arin,130.in-addr.arpa,sign,,8,2,small group
2014-10,arin,131.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,131.in-addr.arpa,sign,,7,1,single delegation
2014-10,arin,134.in-addr.arpa,sign,,7,1,single delegation
2014-10,arin,138.164.in-addr.arpa,sign,,8,4,small group
2014-10,arin,143.in-addr.arpa,sign,,8,1,single delegation
2014-10,arin,146.192.in-addr.arpa,sign,,10,1,single delegation
2014-10,arin,148.in-addr.arpa,sign,,8,1,single delegation
2014-10,arin,150.192.in-addr.arpa,unsign,5,,1,single delegation
2014-10,arin,153.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,158.in-addr.arpa,sign,,8,2,small group
2014-10,arin,160.in-addr.arpa,sign,,8,1,single delegation
2014-10,arin,18.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,195.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,197.206.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,2.0.0.0.1.6.2.ip6.arpa,sign,,7,1,single delegation
2014-10,arin,2.0.0.4.0.5.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,22.198.in-addr.arpa,unsign,5,,5,bulk
2014-10,arin,223.162.in-addr.arpa,unsign,8,,4,small group
2014-10,arin,3.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,5,2,small group
2014-10,arin,3.0.0.0.1.6.2.ip6.arpa,sign,,7,1,single delegation
2014-10,arin,3.0.0.4.0.5.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,3.f.f.7.0.6.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,41.206.in-addr.arpa,sign,,8,1,single delegation
2014-10,arin,44.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,5.192.in-addr.arpa,sign,,8,1,single delegation
2014-10,arin,5.2.f.7.0.6.2.ip6.arpa,sign,,7,1,single delegation
2014-10,arin,5.5.f.7.0.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,5.e.0.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,54.192.in-addr.arpa,sign,,7,1,single delegation
2014-10,arin,68.192.in-addr.arpa,sign,,7,5,bulk
2014-10,arin,70.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,76.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,8.b.b.4.0.6.2.ip6.arpa,sign,,7,1,single delegation
2014-10,arin,83.208.in-addr.arpa,sign,,5,8,bulk
2014-10,arin,84.192.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,86400,unsign,"5,7,8,10",,1,single delegation
2014-10,arin,89.204.in-addr.arpa,sign,,5,1,single delegation
2014-10,arin,9.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,94.192.in-addr.arpa,sign,,8,1,single delegation
2014-10,arin,96.192.in-addr.arpa,sign,,8,9,bulk
2014-10,arin,e.5.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,e.d.0.0.0.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2014-10,arin,f.0.0.0.0.5.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,f.4.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-10,arin,f.5.f.7.0.6.2.ip6.arpa,sign,,10,1,single delegation
2014-10,ripe,0.0.0.0.a.9.9.0.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-10,ripe,0.a.1.2.0.0.b.1.4.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-10,ripe,112.62.in-addr.arpa,sign,,5,2,small group
2014-10,ripe,130.31.in-addr.arpa,sign,,10,8,bulk
2014-10,ripe,148.in-addr.arpa,sign,,8,1,single delegation
2014-10,ripe,158.in-addr.arpa,sign,,8,1,single delegation
2014-10,ripe,194.91.in-addr.arpa,sign,,8,2,small group
2014-10,ripe,239.91.in-addr.arpa,sign,,8,2,small group
2014-10,ripe,34.185.in-addr.arpa,sign,,8,4,small group
2014-10,ripe,5.0.0.a.0.0.0.0.8.1.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-10,ripe,54.185.in-addr.arpa,sign,,5,3,small group
2014-10,ripe,56.193.in-addr.arpa,sign,,8,1,single delegation
2014-10,ripe,72.212.in-addr.arpa,sign,,8,2,small group
2014-10,ripe,8.2.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-10,ripe,c.5.7.1.0.a.2.ip6.arpa,sign,,5,1,single delegation
2014-10,ripe,e.7.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-11,afrinic,150.213.in-addr.arpa,sign,,8,29,bulk
2014-11,afrinic,95.193.in-addr.arpa,sign,,8,110,bulk
2014-11,apnic,119.203.in-addr.arpa,sign,,5,1,single delegation
2014-11,arin,129.in-addr.arpa,sign,,8,1,single delegation
2014-11,arin,138.in-addr.arpa,sign,,8,1,single delegation
2014-11,arin,48.192.in-addr.arpa,sign,,5,2,small group
2014-11,arin,51.198.in-addr.arpa,sign,,7,1,single delegation
2014-11,ripe,0.0.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,sign,,8,4,small group
2014-11,ripe,0.1.0.1.0.0.0.8.6.9.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-11,ripe,0.4.1.1.0.0.2.ip6.arpa,sign,,10,8,bulk
2014-11,ripe,1.0.0.8.f.7.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-11,ripe,129.in-addr.arpa,sign,,8,1,single delegation
2014-11,ripe,138.in-addr.arpa,sign,,8,1,single delegation
2014-11,ripe,140.195.in-addr.arpa,sign,,5,4,small group
2014-11,ripe,150.213.in-addr.arpa,sign,,8,29,bulk
2014-11,ripe,193.in-addr.arpa,sign,,10,1,single delegation
2014-11,ripe,195.in-addr.arpa,sign,,5,1,single delegation
2014-11,ripe,5.7.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-11,ripe,72.212.in-addr.arpa,sign,,8,1,single delegation
2014-11,ripe,74.185.in-addr.arpa,sign,,7,4,small group
2014-11,ripe,8.5.1.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-11,ripe,95.193.in-addr.arpa,sign,,8,110,bulk
2014-11,ripe,b.2.0.c.7.6.0.1.0.0.2.ip6.arpa,sign,,5,1,single delegation
2014-12,apnic,15.103.in-addr.arpa,sign,,5,4,small group
2014-12,apnic,250.43.in-addr.arpa,sign,,8,4,small group
2014-12,arin,126.149.in-addr.arpa,sign,,8,1,single delegation
2014-12,arin,219.104.in-addr.arpa,sign,,7,4,small group
2014-12,ripe,0.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
2014-12,ripe,0.194.in-addr.arpa,sign,,8,4,small group
2014-12,ripe,119.217.in-addr.arpa,sign,,8,16,bulk
2014-12,ripe,126.149.in-addr.arpa,sign,,8,1,single delegation
2014-12,ripe,127.188.in-addr.arpa,sign,,8,32,bulk
2014-12,ripe,134.79.in-addr.arpa,sign,,8,32,bulk
2014-12,ripe,139.37.in-addr.arpa,sign,,8,7,bulk
2014-12,ripe,197.217.in-addr.arpa,sign,,7,8,bulk
2014-12,ripe,2.6.5.3.0.a.2.ip6.arpa,sign,,5,1,single delegation
2014-12,ripe,2.b.4.1.0.0.2.ip6.arpa,sign,,7,7,bulk
2014-12,ripe,206.91.in-addr.arpa,rollover,5,"5,8",2,small group
2014-12,ripe,208.91.in-addr.arpa,rollover,5,"5,8",1,single delegation
2014-12,ripe,246.77.in-addr.arpa,sign,,8,16,bulk
2014-12,ripe,248.80.in-addr.arpa,sign,,8,16,bulk
2014-12,ripe,38.185.in-addr.arpa,sign,,8,1,single delegation
2014-12,ripe,47.195.in-addr.arpa,rollover,5,"5,8",1,single delegation
2014-12,ripe,6.0.0.8.7.6.0.1.0.0.2.ip6.arpa,sign,,8,3,small group
2014-12,ripe,7.c.2.c.7.6.0.1.0.0.2.ip6.arpa,sign,,10,3,small group
2014-12,ripe,77.185.in-addr.arpa,sign,,5,4,small group
2014-12,ripe,8.5.0.3.0.a.2.ip6.arpa,sign,,7,1,single delegation
2014-12,ripe,9.1.1.0.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-12,ripe,9.185.in-addr.arpa,sign,,8,4,small group
2014-12,ripe,9.3.0.c.7.6.0.1.0.0.2.ip6.arpa,rollover,5,"5,8",1,single delegation
2014-12,ripe,e.6.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2014-12,ripe,e.b.f.0.0.a.2.ip6.arpa,sign,,8,1,single delegation
2015-01,apnic,123.27.in-addr.arpa,unsign,8,,1,single delegation
2015-01,arin,105.198.in-addr.arpa,sign,,5,8,bulk
2015-01,arin,2.0.0.0.1.6.2.ip6.arpa,rollover,7,"7,8",1,single delegation
2015-01,arin,210.162.in-addr.arpa,sign,,5,4,small group
2015-01,ripe,0.0.0.0.c.9.1.5.0.a.2.ip6.arpa,sign,,5,4,small group
2015-01,ripe,145.in-addr.arpa,sign,,5,1,single delegation
2015-01,ripe,6.0.0.a.0.0.0.0.8.1.0.2.0.a.2.ip6.arpa,sign,,8,1,single delegation
2015-01,ripe,67.185.in-addr.arpa,sign,,8,3,small group
2015-01,ripe,68.185.in-addr.arpa,sign,,5,4,small group
2015-01,ripe,a.c.4.1.0.0.2.ip6.arpa,rollover,10,"8,10",1,single delegation
2015-01,ripe,e.2.2.3.0.a.2.ip6.arpa,sign,,8,1,single delegation
2015-02,arin,0.1.4.7.0.6.2.ip6.arpa,unsign,8,,1,single delegation
2015-02,arin,67.192.in-addr.arpa,sign,,10,1,single delegation
2015-02,ripe,10.185.in-addr.arpa,sign,,7,4,small group
2015-02,ripe,104.194.in-addr.arpa,sign,,8,1,single delegation
2015-02,ripe,112.62.in-addr.arpa,sign,,5,1,single delegation
2015-02,ripe,67.192.in-addr.arpa,sign,,10,1,single delegation
2015-02,ripe,73.213.in-addr.arpa,sign,,10,1,single delegation
2015-03,arin,0.0.4.8.9.0.0.0.2.6.2.ip6.arpa,sign,,8,1,single delegation
2015-03,arin,128.in-addr.arpa,unsign,10,,1,single delegation
2015-03,arin,141.in-addr.arpa,sign,,5,1,single delegation
2015-03,arin,169.in-addr.arpa,unsign,10,,1,single delegation
2015-03,arin,241.66.in-addr.arpa,sign,,8,1,single delegation
2015-03,arin,5.2.f.7.0.6.2.ip6.arpa,rollover,7,"7,8",1,single delegation
2015-03,arin,61.69.in-addr.arpa,sign,,8,1,single delegation
2015-03,arin,65.in-addr.arpa,sign,,7,1,single delegation
2015-03,arin,67.192.in-addr.arpa,sign,,8,1,single delegation
2015-03,arin,87.209.in-addr.arpa,sign,,5,1,single delegation
2015-03,ripe,141.in-addr.arpa,sign,,5,1,single delegation
2015-03,ripe,201.81.in-addr.arpa,sign,,10,1,single delegation
2015-03,ripe,59.185.in-addr.arpa,sign,,7,4,small group
2015-03,ripe,9.4.0.1.0.a.2.ip6.arpa,sign,,10,1,single delegation
2015-03,ripe,a.6.6.2.0.a.2.ip6.arpa,sign,,7,1,single delegation
2015-04,afrinic,95.80.in-addr.arpa,sign,,8,4,small group
2015-04,apnic,119.203.in-addr.arpa,sign,,8,2,small group
2015-04,apnic,126.115.in-addr.arpa,sign,,8,1,single delegation
2015-04,apnic,14.203.in-addr.arpa,rollover,5,8,1,single delegation
2015-04,apnic,161.119.in-addr.arpa,sign,,8,16,bulk
2015-04,apnic,17.203.in-addr.arpa,sign,,8,1,single delegation
2015-04,apnic,18.203.in-addr.arpa,sign,,8,1,single delegation
2015-04,apnic,29.120.in-addr.arpa,sign,,8,8,bulk
2015-04,apnic,47.163.in-addr.arpa,sign,,8,4,small group
2015-04,apnic,65.202.in-addr.arpa,sign,,8,4,small group
2015-04,apnic,c.d.0.1.0.0.2.ip6.arpa,sign,,8,1,single delegation
